Time            NodeID          Direction       MSGID           ACKID           SrcID           DestID          NextHopID       RealDestID      BodyLength      TTL             isLast2Hop      isLastHop       
7800            22              1               607             0               22              20              31              -1              978             3               0               0               
7800            40              1               599             0               40              37              18              37              546             2               0               1               
7800            9               1               608             580             9               4               44              -1              906             3               0               0               
7800            10              1               596             0               10              32              4               32              368             2               0               1               
7800            3               1               604             0               3               13              0               -1              350             3               0               0               
7800            0               1               611             0               0               8               40              -1              623             4               0               0               
7800            44              1               589             0               44              2               41              2               373             1               0               1               
7800            25              1               613             0               25              45              14              -1              929             4               0               0               
7800            8               1               601             574             8               24              -1              -1              296             2               1               0               
7800            27              1               612             0               27              2               36              -1              771             4               0               0               
7800            25              1               615             592             25              17              0               -1              467             4               0               0               
7800            1               1               616             591             1               28              48              -1              457             4               0               0               
7800            42              1               606             0               42              35              -1              -1              455             3               1               0               
7800            11              1               609             573             11              34              22              -1              894             3               0               0               
7800            2               1               600             576             2               21              -1              -1              766             2               1               0               
7800            27              1               597             0               27              20              11              20              213             2               0               1               
7800            15              1               602             564             15              5               -1              -1              886             2               1               0               
7800            3               1               617             581             3               6               6               -1              282             4               0               0               
7800            34              1               590             0               34              6               24              6               264             1               0               1               
7800            32              1               618             583             32              43              17              -1              216             4               0               0               
7800            47              1               603             575             47              5               -1              -1              395             2               1               0               
7800            10              1               595             566             10              25              27              25              1010            1               0               1               
7800            12              1               610             582             12              2               6               -1              363             3               0               0               
7900            17              1               615             592             17              0               43              -1              467             3               0               0               
7900            34              1               605             0               34              46              48              46              293             2               0               1               
7900            2               1               610             582             2               6               -1              -1              363             2               1               0               
7900            43              1               618             583             43              17              11              -1              216             3               0               0               
7900            44              1               622             0               44              33              41              -1              495             4               0               0               
7900            24              1               601             574             24              37              22              37              296             1               0               1               
7900            20              1               607             0               20              31              -1              -1              978             2               1               0               
7900            37              1               619             0               37              25              12              -1              296             4               0               0               
7900            37              1               623             599             37              18              32              -1              546             4               0               0               
7900            28              1               616             591             28              48              15              -1              457             3               0               0               
7900            2               1               624             589             2               41              26              -1              373             4               0               0               
7900            5               1               602             564             5               21              30              21              886             1               0               1               
7900            21              1               600             576             21              23              39              23              766             1               0               1               
7900            20              1               625             597             20              11              4               -1              213             4               0               0               
7900            35              1               606             0               35              23              44              23              455             2               0               1               
7900            13              1               604             0               13              0               -1              -1              350             2               1               0               
7900            4               1               608             580             4               44              -1              -1              906             2               1               0               
7900            32              1               626             596             32              4               9               -1              368             4               0               0               
7900            21              1               598             0               21              35              45              35              590             1               0               1               
7900            45              1               613             0               45              14              34              -1              929             3               0               0               
7900            6               1               617             581             6               6               41              -1              282             3               0               0               
7900            0               1               620             0               0               17              8               -1              257             4               0               0               
7900            6               1               627             590             6               24              31              -1              264             4               0               0               
7900            5               1               603             575             5               42              4               42              395             1               0               1               
7900            8               1               611             0               8               40              -1              -1              623             3               1               0               
7900            2               1               612             0               2               36              -1              -1              771             3               1               0               
7900            45              1               614             0               45              35              -1              -1              958             3               1               0               
7900            21              1               621             0               21              10              25              -1              367             4               0               0               
7900            34              1               609             573             34              22              -1              -1              894             2               1               0               
8000            24              1               627             590             24              31              10              -1              264             3               0               0               
8000            46              1               632             605             46              48              48              -1              293             4               0               0               
8000            10              1               621             0               10              25              -1              -1              367             3               1               0               
8000            17              1               620             0               17              8               -1              -1              257             3               1               0               
8000            0               1               615             592             0               43              -1              -1              467             2               1               0               
8000            3               1               628             0               3               32              34              -1              682             4               0               0               
8000            40              1               611             0               40              23              38              23              623             2               0               1               
8000            41              1               624             589             41              26              12              -1              373             3               0               0               
8000            0               1               604             0               0               1               45              1               350             1               0               1               
8000            30              1               631             0               30              41              46              -1              640             4               0               0               
8000            33              1               622             0               33              41              -1              -1              495             3               1               0               
8000            14              1               613             0               14              34              -1              -1              929             2               1               0               
8000            35              1               633             598             35              45              37              -1              590             4               0               0               
8000            25              1               619             0               25              12              -1              -1              296             3               1               0               
8000            4               1               626             596             4               9               11              -1              368             3               0               0               
8000            17              1               618             583             17              11              -1              -1              216             2               1               0               
8000            48              1               616             591             48              15              -1              -1              457             2               1               0               
8000            44              1               608             580             44              34              19              34              906             1               0               1               
8000            11              1               625             597             11              4               44              -1              213             3               0               0               
8000            18              1               623             599             18              32              9               -1              546             3               0               0               
8000            31              1               607             0               31              3               14              3               978             1               0               1               
8000            36              1               612             0               36              33              18              33              771             2               0               1               
8000            22              1               609             573             22              2               6               2               894             1               0               1               
8000            6               1               610             582             6               38              26              38              363             1               0               1               
8000            35              1               614             0               35              29              43              29              958             2               0               1               
8000            2               1               630             0               2               27              18              -1              964             4               0               0               
8000            3               1               629             0               3               23              7               -1              980             4               0               0               
8000            23              1               634             606             23              44              36              -1              455             4               0               0               
8000            6               1               617             581             6               41              -1              -1              282             2               1               0               
8100            32              1               628             0               32              34              -1              -1              682             3               1               0               
8100            12              1               619             0               12              31              33              31              296             2               0               1               
8100            4               1               625             597             4               44              -1              -1              213             2               1               0               
8100            22              1               638             0               22              2               28              -1              907             4               0               0               
8100            32              1               623             599             32              9               -1              -1              546             2               1               0               
8100            43              1               635             0               43              12              37              -1              964             4               0               0               
8100            43              1               615             592             43              14              20              14              467             1               0               1               
8100            23              1               639             611             23              38              44              -1              623             4               0               0               
8100            15              1               616             591             15              11              25              11              457             1               0               1               
8100            11              1               618             583             11              28              36              28              216             1               0               1               
8100            26              1               624             589             26              12              -1              -1              373             2               1               0               
8100            27              1               630             0               27              18              -1              -1              964             3               1               0               
8100            3               1               640             607             3               14              20              -1              978             4               0               0               
8100            33              1               636             0               33              48              24              -1              664             4               0               0               
8100            33              1               641             612             33              18              5               -1              771             4               0               0               
8100            17              1               637             0               17              42              34              -1              842             4               0               0               
8100            23              1               629             0               23              7               45              -1              980             3               0               0               
8100            8               1               620             0               8               37              20              37              257             2               0               1               
8100            9               1               626             596             9               11              -1              -1              368             2               1               0               
8100            41              1               617             581             41              2               34              2               282             1               0               1               
8100            25              1               621             0               25              43              10              43              367             2               0               1               
8100            48              1               632             605             48              48              38              -1              293             3               0               0               
8100            45              1               633             598             45              37              48              -1              590             3               0               0               
8100            34              1               613             0               34              30              41              30              929             1               0               1               
8100            31              1               627             590             31              10              -1              -1              264             2               1               0               
8100            29              1               642             614             29              43              20              -1              958             4               0               0               
8100            41              1               631             0               41              46              -1              -1              640             3               1               0               
8100            44              1               634             606             44              36              32              -1              455             3               0               0               
8100            1               1               643             604             1               45              18              -1              350             4               0               0               
8100            41              1               622             0               41              48              15              48              495             2               0               1               
8200            38              1               639             611             38              44              29              -1              623             3               0               0               
8200            10              1               627             590             10              18              26              18              264             1               0               1               
8200            5               1               646             0               5               31              7               -1              235             4               0               0               
8200            37              1               648             620             37              20              8               -1              257             4               0               0               
8200            31              1               649             619             31              33              0               -1              296             4               0               0               
8200            11              1               626             596             11              35              8               35              368             1               0               1               
8200            0               1               647             0               0               46              12              -1              666             4               0               0               
8200            9               1               623             599             9               41              17              41              546             1               0               1               
8200            18              1               641             612             18              5               37              -1              771             3               0               0               
8200            34              1               628             0               34              19              49              19              682             2               0               1               
8200            7               1               629             0               7               45              -1              -1              980             2               1               0               
8200            12              1               635             0               12              37              10              -1              964             3               0               0               
8200            48              1               632             605             48              38              -1              -1              293             2               1               0               
8200            36              1               634             606             36              32              -1              -1              455             2               1               0               
8200            2               1               638             0               2               28              -1              -1              907             3               1               0               
8200            45              1               643             604             45              18              9               -1              350             3               0               0               
8200            47              1               645             0               47              39              0               -1              559             4               0               0               
8200            42              1               637             0               42              34              -1              -1              842             3               1               0               
8200            18              1               630             0               18              4               34              4               964             2               0               1               
8200            48              1               636             0               48              24              -1              -1              664             3               1               0               
8200            43              1               650             621             43              10              35              -1              367             4               0               0               
8200            14              1               640             607             14              20              10              -1              978             3               0               0               
8200            12              1               624             589             12              38              14              38              373             1               0               1               
8200            44              1               625             597             44              21              46              21              213             1               0               1               
8200            43              1               642             614             43              20              49              -1              958             3               0               0               
8200            36              1               644             0               36              27              48              -1              335             4               0               0               
8200            46              1               631             0               46              13              3               13              640             2               0               1               
8200            37              1               633             598             37              48              -1              -1              590             2               1               0               
8200            48              1               651             622             48              15              30              -1              495             4               0               0               
8200            30              1               652             613             30              41              20              -1              929             4               0               0               
8300            41              1               652             613             41              20              43              -1              929             3               0               0               
8300            38              1               632             605             38              38              36              38              293             1               0               1               
8300            37              1               635             0               37              10              -1              -1              964             2               1               0               
8300            15              1               651             622             15              30              14              -1              495             3               0               0               
8300            10              1               650             621             10              35              20              -1              367             3               0               0               
8300            4               1               657             630             4               34              22              -1              964             4               0               0               
8300            33              1               649             619             33              0               39              -1              296             3               0               0               
8300            13              1               658             631             13              3               28              -1              640             4               0               0               
8300            44              1               656             0               44              9               34              -1              724             4               0               0               
8300            32              1               634             606             32              12              23              12              455             1               0               1               
8300            20              1               640             607             20              10              -1              -1              978             2               1               0               
8300            5               1               641             612             5               37              -1              -1              771             2               1               0               
8300            28              1               638             0               28              24              25              24              907             2               0               1               
8300            41              1               653             0               41              24              9               -1              232             4               0               0               
8300            44              1               639             611             44              29              -1              -1              623             2               1               0               
8300            27              1               644             0               27              48              -1              -1              335             3               1               0               
8300            19              1               654             0               19              49              15              -1              954             4               0               0               
8300            46              1               647             0               46              12              -1              -1              666             3               1               0               
8300            34              1               637             0               34              38              20              38              842             2               0               1               
8300            20              1               648             620             20              8               19              -1              257             3               0               0               
8300            48              1               633             598             48              14              18              14              590             1               0               1               
8300            18              1               643             604             18              9               -1              -1              350             2               1               0               
8300            31              1               646             0               31              7               45              -1              235             3               0               0               
8300            20              1               642             614             20              49              -1              -1              958             2               1               0               
8300            39              1               645             0               39              0               -1              -1              559             3               1               0               
8300            45              1               629             0               45              36              27              36              980             1               0               1               
8300            5               1               655             0               5               24              32              -1              713             4               0               0               
8300            19              1               659             628             19              49              14              -1              682             4               0               0               
8300            24              1               636             0               24              29              28              29              664             2               0               1               
8400            20              1               652             613             20              43              -1              -1              929             2               1               0               
8400            36              1               663             0               36              35              41              -1              535             4               0               0               
8400            49              1               642             614             49              44              5               44              958             1               0               1               
8400            31              1               662             0               31              2               5               -1              688             4               0               0               
8400            0               1               649             619             0               39              -1              -1              296             2               1               0               
8400            34              1               657             630             34              22              8               -1              964             3               0               0               
8400            48              1               644             0               48              46              21              46              335             2               0               1               
8400            38              1               664             637             38              20              30              -1              842             4               0               0               
8400            29              1               639             611             29              0               14              0               623             1               0               1               
8400            47              1               661             0               47              23              18              -1              610             4               0               0               
8400            0               1               645             0               0               7               29              7               559             2               0               1               
8400            24              1               655             0               24              32              47              -1              713             3               0               0               
8400            3               1               658             631             3               28              20              -1              640             3               0               0               
8400            9               1               656             0               9               34              -1              -1              724             3               1               0               
8400            10              1               635             0               10              44              5               44              964             1               0               1               
8400            49              1               654             0               49              15              -1              -1              954             3               1               0               
8400            36              1               665             629             36              27              22              -1              980             4               0               0               
8400            35              1               650             621             35              20              -1              -1              367             2               1               0               
8400            9               1               643             604             9               2               36              2               350             1               0               1               
8400            24              1               666             638             24              25              15              -1              907             4               0               0               
8400            29              1               667             636             29              28              37              -1              664             4               0               0               
8400            49              1               659             628             49              14              27              -1              682             3               0               0               
8400            30              1               651             622             30              14              -1              -1              495             2               1               0               
8400            12              1               647             0               12              39              26              39              666             2               0               1               
8400            10              1               640             607             10              38              7               38              978             1               0               1               
8400            8               1               648             620             8               19              -1              -1              257             2               1               0               
8400            37              1               641             612             37              27              13              27              771             1               0               1               
8400            24              1               653             0               24              9               -1              -1              232             3               1               0               
8400            7               1               646             0               7               45              -1              -1              235             2               1               0               
8400            4               1               660             0               4               23              23              -1              923             4               0               0               
8500            23              1               660             0               23              23              -1              -1              923             3               1               0               
8500            35              1               663             0               35              41              2               -1              535             3               0               0               
8500            22              1               657             630             22              8               -1              -1              964             2               1               0               
8500            19              1               648             620             19              0               47              0               257             1               0               1               
8500            25              1               666             638             25              15              13              -1              907             3               0               0               
8500            27              1               665             629             27              22              35              -1              980             3               0               0               
8500            17              1               670             0               17              48              36              -1              283             4               0               0               
8500            45              1               646             0               45              17              33              17              235             1               0               1               
8500            39              1               672             647             39              26              22              -1              666             4               0               0               
8500            28              1               658             631             28              20              -1              -1              640             2               1               0               
8500            44              1               668             0               44              11              39              -1              769             4               0               0               
8500            34              1               656             0               34              29              18              29              724             2               0               1               
8500            28              1               667             636             28              37              1               -1              664             3               0               0               
8500            14              1               651             622             14              44              49              44              495             1               0               1               
8500            15              1               654             0               15              46              42              46              954             2               0               1               
8500            32              1               655             0               32              47              -1              -1              713             2               1               0               
