Time            NodeID          Direction       MSGID           ACKID           SrcID           DestID          NextHopID       RealDestID      BodyLength      TTL             isLast2Hop      isLastHop       
0               0               1               4               0               0               25              12              -1              995             4               0               0               
0               39              1               2               0               39              49              32              -1              625             4               0               0               
0               14              1               1               0               14              31              24              -1              323             4               0               0               
0               5               1               3               0               5               25              13              -1              762             4               0               0               
100             35              1               6               0               35              12              8               -1              891             4               0               0               
100             25              1               4               0               25              12              -1              -1              995             3               1               0               
100             25              1               3               0               25              13              -1              -1              762             3               1               0               
100             49              1               2               0               49              32              -1              -1              625             3               1               0               
100             29              1               5               0               29              25              17              -1              266             4               0               0               
100             11              1               7               0               11              5               17              -1              628             4               0               0               
100             31              1               1               0               31              24              -1              -1              323             3               1               0               
100             13              1               8               0               13              19              3               -1              237             4               0               0               
200             32              1               2               0               32              44              12              44              625             2               0               1               
200             24              1               1               0               24              25              34              25              323             2               0               1               
200             6               1               11              0               6               17              12              -1              987             4               0               0               
200             25              1               9               0               25              17              26              -1              889             4               0               0               
200             19              1               8               0               19              3               -1              -1              237             3               1               0               
200             12              1               6               0               12              8               -1              -1              891             3               1               0               
200             12              1               4               0               12              49              13              49              995             2               0               1               
200             5               1               7               0               5               17              -1              -1              628             3               1               0               
200             16              1               12              0               16              11              0               -1              214             4               0               0               
200             25              1               5               0               25              17              -1              -1              266             3               1               0               
200             13              1               3               0               13              11              35              11              762             2               0               1               
200             8               1               10              0               8               21              29              -1              302             4               0               0               
300             46              1               13              0               46              47              6               -1              237             4               0               0               
300             17              1               9               0               17              26              -1              -1              889             3               1               0               
300             17              1               11              0               17              12              -1              -1              987             3               1               0               
300             3               1               8               0               3               43              38              43              237             2               0               1               
300             21              1               10              0               21              29              -1              -1              302             3               1               0               
300             8               1               6               0               8               48              47              48              891             2               0               1               
300             11              1               17              3               11              35              49              -1              762             4               0               0               
300             25              1               18              1               25              34              5               -1              323             4               0               0               
300             17              1               7               0               17              30              7               30              628             2               0               1               
300             49              1               16              0               49              27              16              -1              715             4               0               0               
300             47              1               14              0               47              17              27              -1              578             4               0               0               
300             17              1               5               0               17              44              10              44              266             2               0               1               
300             27              1               15              0               27              39              47              -1              798             4               0               0               
300             49              1               19              4               49              13              21              -1              995             4               0               0               
300             11              1               12              0               11              0               -1              -1              214             3               1               0               
300             44              1               20              2               44              12              13              -1              625             4               0               0               
400             4               1               23              0               4               28              47              -1              320             4               0               0               
400             34              1               18              1               34              5               18              -1              323             3               0               0               
400             27              1               16              0               27              16              -1              -1              715             3               1               0               
400             0               1               12              0               0               12              12              12              214             2               0               1               
400             48              1               25              6               48              47              29              -1              891             4               0               0               
400             47              1               13              0               47              6               -1              -1              237             3               1               0               
400             48              1               24              0               48              20              27              -1              232             4               0               0               
400             39              1               15              0               39              47              -1              -1              798             3               1               0               
400             13              1               19              4               13              21              31              -1              995             3               0               0               
400             12              1               11              0               12              32              16              32              987             2               0               1               
400             30              1               26              7               30              7               25              -1              628             4               0               0               
400             38              1               21              0               38              17              11              -1              288             4               0               0               
400             35              1               17              3               35              49              12              -1              762             3               0               0               
400             43              1               27              8               43              38              15              -1              237             4               0               0               
400             29              1               10              0               29              36              28              36              302             2               0               1               
400             6               1               22              0               6               40              7               -1              942             4               0               0               
400             12              1               20              2               12              13              47              -1              625             3               0               0               
400             26              1               9               0               26              39              37              39              889             2               0               1               
400             17              1               14              0               17              27              -1              -1              578             3               1               0               
400             44              1               28              5               44              10              47              -1              266             4               0               0               
500             13              1               31              0               13              29              3               -1              972             4               0               0               
500             5               1               18              1               5               18              -1              -1              323             2               1               0               
500             47              1               15              0               47              25              21              25              798             2               0               1               
500             39              1               33              9               39              37              47              -1              889             4               0               0               
500             6               1               13              0               6               17              27              17              237             2               0               1               
500             10              1               28              5               10              47              29              -1              266             3               0               0               
500             13              1               20              2               13              47              -1              -1              625             2               1               0               
500             49              1               30              0               49              26              24              -1              746             4               0               0               
500             32              1               34              11              32              16              10              -1              987             4               0               0               
500             33              1               29              0               33              18              47              -1              517             4               0               0               
500             40              1               22              0               40              7               -1              -1              942             3               1               0               
500             28              1               23              0               28              47              -1              -1              320             3               1               0               
500             21              1               19              4               21              31              -1              -1              995             2               1               0               
500             17              1               21              0               17              11              -1              -1              288             3               1               0               
500             38              1               27              8               38              15              42              -1              237             3               0               0               
500             7               1               26              7               7               25              15              -1              628             3               0               0               
500             48              1               32              0               48              12              16              -1              624             4               0               0               
500             12              1               35              12              12              12              18              -1              214             4               0               0               
500             36              1               36              10              36              28              21              -1              302             4               0               0               
500             20              1               24              0               20              27              -1              -1              232             3               1               0               
500             49              1               17              3               49              12              -1              -1              762             2               1               0               
500             16              1               16              0               16              16              30              16              715             2               0               1               
500             47              1               25              6               47              29              44              -1              891             3               0               0               
500             27              1               14              0               27              37              19              37              578             2               0               1               
600             16              1               34              11              16              10              27              -1              987             3               0               0               
600             19              1               40              0               19              3               35              -1              808             4               0               0               
600             11              1               21              0               11              40              47              40              288             2               0               1               
600             0               1               37              0               0               37              21              -1              445             4               0               0               
600             17              1               41              13              17              27              10              -1              237             4               0               0               
600             47              1               23              0               47              32              23              32              320             2               0               1               
600             25              1               42              15              25              21              5               -1              798             4               0               0               
600             28              1               36              10              28              21              39              -1              302             3               0               0               
600             18              1               18              1               18              14              2               14              323             1               0               1               
600             15              1               27              8               15              42              -1              -1              237             2               1               0               
600             12              1               38              0               12              35              22              -1              952             4               0               0               
600             18              1               29              0               18              47              19              -1              517             3               0               0               
600             47              1               28              5               47              29              -1              -1              266             2               1               0               
600             16              1               43              16              16              30              35              -1              715             4               0               0               
600             7               1               22              0               7               23              2               23              942             2               0               1               
600             12              1               35              12              12              18              23              -1              214             3               0               0               
600             37              1               33              9               37              47              5               -1              889             3               0               0               
600             4               1               39              0               4               28              6               -1              374             4               0               0               
600             12              1               32              0               12              16              -1              -1              624             3               1               0               
600             29              1               25              6               29              44              -1              -1              891             2               1               0               
600             31              1               19              4               31              0               39              0               995             1               0               1               
600             12              1               17              3               12              5               33              5               762             1               0               1               
600             29              1               31              0               29              3               -1              -1              972             3               1               0               
600             47              1               20              2               47              39              35              39              625             1               0               1               
600             26              1               30              0               26              24              -1              -1              746             3               1               0               
600             25              1               26              7               25              15              -1              -1              628             2               1               0               
600             27              1               24              0               27              12              21              12              232             2               0               1               
600             37              1               44              14              37              19              8               -1              578             4               0               0               
700             29              1               28              5               29              29              38              29              266             1               0               1               
700             27              1               41              13              27              10              38              -1              237             3               0               0               
700             28              1               39              0               28              6               -1              -1              374             3               1               0               
700             32              1               49              23              32              23              42              -1              320             4               0               0               
700             24              1               30              0               24              14              32              14              746             2               0               1               
700             40              1               50              21              40              47              2               -1              288             4               0               0               
700             42              1               27              8               42              13              46              13              237             1               0               1               
700             16              1               32              0               16              18              1               18              624             2               0               1               
700             44              1               25              6               44              35              13              35              891             1               0               1               
700             3               1               40              0               3               35              -1              -1              808             3               1               0               
700             15              1               26              7               15              11              35              11              628             1               0               1               
700             35              1               38              0               35              22              -1              -1              952             3               1               0               
700             23              1               51              22              23              2               21              -1              942             4               0               0               
700             19              1               44              14              19              8               23              -1              578             3               0               0               
700             37              1               37              0               37              21              39              -1              445             3               0               0               
700             10              1               34              11              10              27              -1              -1              987             2               1               0               
700             3               1               31              0               3               6               13              6               972             2               0               1               
700             12              1               52              24              12              21              45              -1              232             4               0               0               
700             47              1               33              9               47              5               -1              -1              889             2               1               0               
700             30              1               43              16              30              35              47              -1              715             3               0               0               
700             32              1               47              0               32              5               20              -1              463             4               0               0               
700             42              1               46              0               42              22              13              -1              918             4               0               0               
700             30              1               48              0               30              39              18              -1              387             4               0               0               
700             22              1               45              0               22              15              30              -1              577             4               0               0               
700             47              1               29              0               47              19              -1              -1              517             2               1               0               
700             21              1               36              10              21              39              -1              -1              302             2               1               0               
700             18              1               35              12              18              23              -1              -1              214             2               1               0               
700             21              1               42              15              21              5               30              -1              798             3               0               0               
800             39              1               36              10              39              8               31              8               302             1               0               1               
800             39              1               48              0               39              18              -1              -1              387             3               1               0               
800             35              1               43              16              35              47              -1              -1              715             2               1               0               
800             5               1               42              15              5               30              -1              -1              798             2               1               0               
800             27              1               34              11              27              6               34              6               987             1               0               1               
800             26              1               54              0               26              24              31              -1              972             4               0               0               
800             23              1               49              23              23              42              30              -1              320             3               0               0               
800             10              1               41              13              10              38              -1              -1              237             2               1               0               
800             18              1               57              32              18              1               3               -1              624             4               0               0               
800             15              1               45              0               15              30              -1              -1              577             3               1               0               
800             22              1               38              0               22              40              26              40              952             2               0               1               
800             2               1               51              22              2               21              18              -1              942             3               0               0               
800             6               1               39              0               6               22              24              22              374             2               0               1               
800             35              1               40              0               35              34              26              34              808             2               0               1               
800             4               1               55              0               4               13              10              -1              496             4               0               0               
800             8               1               44              14              8               23              -1              -1              578             2               1               0               
800             21              1               52              24              21              45              0               -1              232             3               0               0               
800             11              1               53              0               11              17              47              -1              887             4               0               0               
800             47              1               50              21              47              2               40              -1              288             3               0               0               
800             5               1               47              0               5               20              -1              -1              463             3               1               0               
800             19              1               29              0               19              2               0               2               517             1               0               1               
800             7               1               56              0               7               8               45              -1              367             4               0               0               
800             22              1               46              0               22              13              -1              -1              918             3               1               0               
800             14              1               58              30              14              32              43              -1              746             4               0               0               
800             5               1               33              9               5               25              17              25              889             1               0               1               
800             21              1               37              0               21              39              -1              -1              445             2               1               0               
800             6               1               59              31              6               13              36              -1              972             4               0               0               
800             23              1               35              12              23              16              41              16              214             1               0               1               
900             34              1               64              40              34              26              42              -1              808             4               0               0               
900             13              1               46              0               13              8               37              8               918             2               0               1               
900             44              1               62              0               44              33              42              -1              958             4               0               0               
900             13              1               59              31              13              36              39              -1              972             3               0               0               
900             1               1               57              32              1               3               27              -1              624             3               0               0               
900             21              1               51              22              21              18              -1              -1              942             2               1               0               
900             47              1               43              16              47              49              25              49              715             1               0               1               
900             39              1               37              0               39              19              29              19              445             1               0               1               
900             36              1               60              0               36              29              13              -1              333             4               0               0               
900             4               1               61              0               4               46              42              -1              515             4               0               0               
900             18              1               48              0               18              22              11              22              387             2               0               1               
900             2               1               50              21              2               40              -1              -1              288             2               1               0               
900             2               1               65              29              2               0               37              -1              517             4               0               0               
900             24              1               54              0               24              31              -1              -1              972             3               1               0               
900             23              1               44              14              23              47              40              47              578             1               0               1               
900             40              1               66              38              40              26              16              -1              952             4               0               0               
900             38              1               41              13              38              46              11              46              237             1               0               1               
900             20              1               47              0               20              27              14              27              463             2               0               1               
900             8               1               56              0               8               45              -1              -1              367             3               1               0               
900             30              1               45              0               30              45              16              45              577             2               0               1               
900             32              1               58              30              32              43              10              -1              746             3               0               0               
900             13              1               55              0               13              10              -1              -1              496             3               1               0               
900             17              1               53              0               17              47              -1              -1              887             3               1               0               
900             45              1               52              24              45              0               -1              -1              232             2               1               0               
900             42              1               49              23              42              30              -1              -1              320             2               1               0               
900             30              1               42              15              30              27              27              27              798             1               0               1               
900             16              1               63              0               16              5               31              -1              739             4               0               0               
900             22              1               67              39              22              24              18              -1              374             4               0               0               
1000            0               1               65              29              0               37              42              -1              517             3               0               0               
1000            19              1               71              0               19              31              38              -1              736             4               0               0               
1000            36              1               59              31              36              39              -1              -1              972             2               1               0               
1000            5               1               63              0               5               31              -1              -1              739             3               1               0               
1000            18              1               51              22              18              6               0               6               942             1               0               1               
1000            24              1               67              39              24              18              25              -1              374             3               0               0               
1000            31              1               54              0               31              7               24              7               972             2               0               1               
1000            43              1               58              30              43              10              -1              -1              746             2               1               0               
1000            47              1               53              0               47              49              30              49              887             2               0               1               
1000            39              1               68              0               39              15              5               -1              833             4               0               0               
1000            3               1               57              32              3               27              -1              -1              624             2               1               0               
1000            45              1               56              0               45              13              1               13              367             2               0               1               
1000            0               1               52              24              0               48              35              48              232             1               0               1               
1000            30              1               49              23              30              4               39              4               320             1               0               1               
1000            29              1               60              0               29              13              6               -1              333             3               0               0               
1000            45              1               72              45              45              16              47              -1              577             4               0               0               
1000            27              1               73              47              27              14              22              -1              463             4               0               0               
1000            8               1               74              46              8               37              48              -1              918             4               0               0               
1000            10              1               55              0               10              42              11              42              496             2               0               1               
